date,change
19990101.0,0.06290148279605624
19990201.0,0.003263098871925814
19990301.0,0.04322465207559795
19990401.0,0.022983398048725543
19990501.0,-0.06351882877575894
19990601.0,0.054250577803090005
19990701.0,-0.061897264663878335
19990801.0,-0.03146179297357658
19990901.0,-0.0053924078184387865
19991001.0,0.0647116197013698
19991101.0,0.01652758964310885
19991201.0,0.08536102361651408
20000101.0,-0.058718607395603056
20000201.0,-0.08186697585996737
20000301.0,0.11709644481134228
20000401.0,-0.046728680724323755
20000501.0,-0.06157762130904789
20000601.0,-0.02891841873139899
20000701.0,-0.013254155311878818
20000801.0,-0.030911333534501203
20000901.0,-0.03413818070668263
20001001.0,-0.01200515689644545
20001101.0,-0.06608271103023652
20001201.0,0.02857017355962683
20010101.0,0.14841352646643127
20010201.0,-0.07216761675729833
20010301.0,-0.03311826383796672
20010401.0,0.10166731588407846
20010501.0,0.006978023154492374
20010601.0,-0.01682858152520265
20010701.0,-0.006894178028809085
20010801.0,-0.10435487471277972
20010901.0,-0.13400304773074226
20011001.0,0.03178619233216732
20011101.0,0.10885791942115877
20011201.0,0.039003443780178795
20020101.0,-0.008807131813347253
20020201.0,0.012563630035191769
20020301.0,0.015186445412337414
20020401.0,-0.03852717150938608
20020501.0,-0.0023642554975543484
20020601.0,-0.08099530103419607
20020701.0,-0.11733002121736429
20020801.0,0.02750036278214938
20020901.0,-0.0859004795031162
20021001.0,0.06474977533971976
20021101.0,0.032203214865180095
20021201.0,-0.08952770581614376
20030101.0,-0.03526396980060872
20030201.0,-0.009164509457609061
20030301.0,0.026249661609979828
20030401.0,0.11461741760326218
20030501.0,0.051759395065002364
20030601.0,0.011834319526627219
20030701.0,0.02248343093102054
20030801.0,0.05000689257769047
20030901.0,-0.047889295280706554
20031001.0,0.08860064167065732
20031101.0,0.006598268678324927
20031201.0,0.03581836995463799
20040101.0,-0.009914507174135775
20040201.0,0.02085107908071411
20040301.0,-0.0015894850235876085
20040401.0,-0.0161591942630597
20040501.0,0.006877288447962832
20040601.0,0.004419647660465121
20040701.0,-0.03980164001917801
20040801.0,-0.0016247267145335646
20040901.0,0.0288755001209115
20041001.0,0.04043476872510863
20041101.0,0.03944801894483223
20041201.0,0.04590111027630733
20050101.0,-0.04180711336421565
20050201.0,-0.005126459988215035
20050301.0,-0.012901014551376556
20050401.0,-0.06470048609045455
20050501.0,0.05846162491739174
20050601.0,-0.001616500188994972
20050701.0,0.05539918387630987
20050801.0,-0.035103797217745855
20050901.0,-0.029301496926811072
20051001.0,-0.020163012733926736
20051101.0,0.03797163301046172
20051201.0,-0.00916475244285151
20060101.0,0.017183217895897024
20060201.0,0.0060876086643778
20060301.0,0.0034413783886653674
20060401.0,0.012700667685606144
20060501.0,-0.016151228000080408
20060601.0,-0.003518168603560446
20060701.0,-0.03386483817630934
20060801.0,0.018744122730841205
20060901.0,0.06399227131298216
20061001.0,0.0643512339632791
20061101.0,0.009980558649321986
20061201.0,0.021652659115461634
20070101.0,0.027664998783467856
20070201.0,-0.030358558995406185
20070301.0,-0.006262058851543341
20070401.0,0.024939189707559116
20070501.0,0.02670697556121876
20070601.0,-0.017981015321680317
20070701.0,-0.058283056865638734
20070801.0,0.0023963173310010207
20070901.0,-0.00980122616420045
20071001.0,6.893951657295454e-05
20071101.0,-0.058354932627673356
20071201.0,-0.049445116142393906
20080101.0,-0.01310058148374483
20080201.0,-0.040799640837911426
20080301.0,-0.009484985264227074
20080401.0,0.04229176214776724
20080501.0,0.004692623757211055
20080601.0,-0.12246338432712706
20080701.0,0.004249214640246947
20080801.0,0.07028326420369845
20080901.0,-0.07881585999269652
20081001.0,-0.19267798817090395
20081101.0,-0.09780540643975247
20081201.0,0.05125665577704498
20090101.0,-0.10637538171744793
20090201.0,-0.08693356610932139
20090301.0,0.12017943566661451
20090401.0,0.18531188364134102
20090501.0,-0.02201511311135873
20090601.0,0.003249594325976013
20090701.0,0.09371401535110463
20090801.0,0.03332998368116867
20090901.0,0.05209954076056789
20091001.0,-0.024852132900051758
20091101.0,0.06731402673721416
20091201.0,0.04378136102486266
20100101.0,-0.02948180357252748
20100201.0,0.05299608152860516
20100301.0,0.0768878574924897
20100401.0,0.060226473482656216
20100501.0,-0.0714259566215759
20100601.0,-0.09765486858273144
20100701.0,0.07740530698963485
20100801.0,-0.04064974031141174
20100901.0,0.11002061713609354
20101001.0,0.05305104572390832
20101101.0,0.02407204567849099
20101201.0,0.04001124179162886
20110101.0,-0.00879777387830371
20110201.0,0.05776695833199425
20110301.0,-0.006347266977142248
20110401.0,0.03884569138593842
20110501.0,-0.004588305132340631
20110601.0,-0.003198360045025652
20110701.0,-0.014691120410218915
20110801.0,-0.05450010303738625
20110901.0,-0.06940687896833925
20111001.0,0.11806336487285303
20111101.0,-0.01713951444894304
20111201.0,0.010611090172378244
20120101.0,0.05855858484194657
20120201.0,0.04509417193191829
20120301.0,0.04716982819065242
20120401.0,0.012368542457138015
20120501.0,-0.05867684280022797
20120601.0,0.01492144135156101
20120701.0,0.0008386355136327029
20120801.0,0.04216604931574787
20120901.0,0.030491235118941397
20121001.0,-0.01628584945782795
20121101.0,0.027592420969797544
20121201.0,-0.0052781994523383
20130101.0,0.056400552020355224
20130201.0,0.00955909957182834
20130301.0,0.04763452939666685
20130401.0,0.029779356506177867
20130501.0,0.02488572639910748
20130601.0,0.010990259433435453
20130701.0,0.04844602500285928
20130801.0,-0.03400812699200484
20130901.0,0.04579005657317365
20131001.0,0.045513248428346594
20131101.0,0.03073504124562809
20131201.0,0.020129244558998574
20140101.0,-0.05844126198968713
20140201.0,0.06069360234488994
20140301.0,-0.025290513232801702
20140401.0,-0.016708508196777685
20140501.0,0.025542934686037144
20140601.0,0.017449827069981588
20140701.0,-0.015590572798445453
20140801.0,0.04377725232591575
20140901.0,-0.030110728910765577
20141001.0,0.02205191119297912
20141101.0,0.05167149124372011
20141201.0,0.009589117880554164
20150101.0,-0.03238804206546142
20150201.0,0.08418327396029734
20150301.0,-0.006646064030429757
20150401.0,-0.001204026144217776
20150501.0,0.010431801014181336
20150601.0,0.004283726764555232
20150701.0,0.04536192197631007
20150801.0,-0.06610386108869633
20150901.0,-0.0022008699114247766
20151001.0,0.08950594310376866
20151101.0,-0.004479708778106408
20151201.0,-0.03126069026871712
20160101.0,-0.048759195431711595
20160201.0,0.003605004660641858
20160301.0,0.06232566671856363
20160401.0,0.0021197856420150834
20160501.0,-0.0010326221922523566
20160601.0,-0.012117521973899556
20160701.0,0.043189113747383115
20160801.0,-0.014338156365570752
20160901.0,-0.005488840588729145
20161001.0,-0.021770998039712445
20161101.0,0.04310412190264375
20161201.0,-0.00044742101479342824
20170101.0,0.03334706428871938
20170201.0,0.0172751344478389
20170301.0,0.009951774182430971
20170401.0,0.02296466870848936
20170501.0,0.007727527635614154
20170601.0,-0.0158362489527787
20170701.0,0.014505925930218171
20170801.0,-0.02335559944174711
20170901.0,0.004789556709785755
20171001.0,0.018563051542062815
20171101.0,0.046532568680149676
20171201.0,0.024847041731531804
20180101.0,0.08650166710740999
20180201.0,-0.031047256248587347
20180301.0,-0.025904448369066906
20180401.0,0.029360012789086645
20180501.0,0.021778210010806733
20180601.0,0.03123702170249804
20180701.0,0.02500118916636575
20180801.0,0.05110569911162278
20180901.0,0.009696315242565524
20181001.0,-0.11841436386764169
20181101.0,0.020491379518558898
20181201.0,-0.10565105691150042
20190101.0,0.12048334330580128
20190201.0,0.021405230849451836
20190301.0,0.03026080313846851
20190401.0,0.04895890915915315
20190501.0,-0.07865427955643543
20190601.0,0.07899816675138065
20190701.0,-0.005690126629106929
20190801.0,-0.01588453233205832
20190901.0,0.012256926573949493
20191001.0,0.0005476830051906464
20191101.0,0.005936408973890843
20191201.0,0.024493311086936247
20200101.0,-0.001047256472612298
20200201.0,-0.08156650089866327
20200301.0,-0.13881320936095506
20200401.0,0.24519284517823045
20200501.0,0.08879473284264307
20200601.0,0.0474397855463665
20200701.0,0.08964948174041608
20200801.0,0.09029961071156695
20200901.0,-0.03979363717201865
20201001.0,-0.041143006088435866
20201101.0,0.07417925448229025
20201201.0,0.017013233234858944
