Date,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,SMB,HML,Mkt-RF
200603,3.8501,4.8238,5.1184,4.8031,6.8405,3.3957,4.9751,7.2725,4.1736,4.7353,4.7424,4.4612,3.1032,2.0555,2.0171,3.423,2.2239,2.9542,2.4036,2.2151,0.8096,2.1757,1.3714,0.8335,0.8154,3.45,0.59,1.46
200604,-1.4096,-1.3684,-0.4129,0.8647,1.3979,-0.314,1.7813,2.332,-0.22,1.1692,-0.9474,-0.5329,1.8825,1.29,1.3562,0.8726,1.1964,0.5945,1.7888,3.5911,-0.6163,1.8002,1.6734,3.0133,5.3455,-1.42,2.34,0.73
200605,-9.4898,-5.9923,-4.782,-4.4779,-3.9604,-6.1561,-6.5664,-4.0923,-5.0725,-3.1544,-6.136,-5.4086,-3.5918,-3.3177,-2.5725,-4.8628,-3.4811,-2.2367,-3.4866,-2.8812,-2.8113,-2.8535,-2.7179,-1.4463,-2.5715,-2.96,2.42,-3.57
200606,-0.7404,-0.3712,-1.3857,0.0015,-0.4519,0.245,1.3715,-0.4221,0.6648,-0.5102,-0.7435,-0.4426,-0.419,-0.5374,-0.0401,-0.0931,-2.3837,-0.0286,0.5124,-0.9193,0.3468,-0.5864,1.0376,0.1411,1.3871,-0.39,0.85,-0.35
200607,-5.9312,-3.7171,-3.4058,-2.2057,-2.4813,-5.1113,-4.815,-3.3479,-1.416,-3.4343,-6.362,-3.2582,-3.9799,-1.6686,-1.2299,-4.473,-2.9794,-2.7244,-4.02,-1.0051,-1.0589,1.4299,2.2716,2.146,2.8351,-3.98,2.62,-0.78
200608,3.4245,2.4749,3.2991,2.2985,2.8076,3.1902,2.7657,3.3981,3.1057,1.6418,2.8047,1.9173,2.0441,2.8174,2.7734,1.2846,3.4547,1.1198,3.2146,2.6613,3.8702,2.6791,2.1126,0.1205,-0.2018,1.03,-2.06,2.03
200609,-0.2068,0.0165,0.0697,0.3588,2.2057,0.1667,1.3881,1.1505,2.0081,0.8828,1.5847,0.4543,1.8451,0.5794,0.4705,2.1774,2.4643,1.2723,1.8616,0.7682,2.4676,2.8334,2.2117,2.2463,4.2822,-1.36,0.08,1.84
200610,7.1347,6.1998,6.1561,5.0111,4.9616,6.4567,5.635,4.4518,4.5063,4.9281,5.6609,4.8364,3.4861,3.6019,5.4325,4.0869,4.6378,2.6718,3.8029,2.5931,3.5222,1.8104,3.1805,4.1202,4.5885,1.75,-0.3,3.23
200611,0.7476,3.5453,1.6255,1.8989,2.532,1.9199,2.8707,2.419,3.2985,2.8633,3.658,4.1797,4.0441,3.7931,3.9446,3.9134,3.4404,3.6298,2.8328,4.4043,1.1284,2.6123,1.878,1.9773,0.0539,0.7,0.14,1.71
200612,0.6531,0.257,1.5171,2.3495,3.5907,-1.8547,-1.1589,0.8595,0.0118,2.2448,-0.8116,-0.2405,0.8938,0.7501,1.0969,-1.0752,0.2231,0.1748,1.7175,2.5014,0.1467,1.2883,3.2617,2.6615,3.0924,-1.15,2.73,0.87
200701,1.5264,0.4749,0.0932,0.3001,2.9634,2.4093,1.1432,0.6172,1.1846,2.6568,4.5436,2.3564,2.1197,3.3469,1.2426,4.4592,3.4035,2.3367,2.1237,1.1948,2.2688,0.697,1.286,0.7651,2.6048,0.13,-0.69,1.4
200702,-0.6508,-0.6758,-0.8716,-0.6383,-0.1004,-1.0475,-0.3056,0.2136,-1.755,0.2276,0.5954,0.4599,1.7046,0.0869,1.1229,-0.4101,0.2424,0.6298,0.7335,0.3075,-2.387,-1.2403,-3.2732,-1.0792,-3.0891,1.18,-0.13,-1.96
200703,0.4656,-0.0839,1.0657,1.3495,0.502,1.1657,1.1448,0.5013,0.6172,-0.5632,3.084,2.7466,1.4573,0.7655,1.0732,1.3301,0.8203,0.8334,-0.143,3.141,0.72,1.0842,2.248,1.2315,-0.4976,0.16,-0.96,0.68
200704,3.417,0.8765,0.115,0.1811,1.4236,2.3818,2.5945,1.8964,0.5917,1.9432,4.3781,3.7822,4.4713,2.6801,2.0719,4.2152,4.8682,4.8084,3.8601,2.6952,5.4588,3.8398,3.8492,2.451,4.791,-2.15,-1.46,3.49
200705,2.235,3.5938,2.2053,3.3313,2.569,3.5547,4.315,4.1895,1.8075,3.826,7.2238,5.3664,5.1018,4.1218,3.4212,4.4072,3.1613,5.0575,4.8609,2.3321,2.8112,4.1723,4.1781,3.0355,2.6759,0.24,-0.65,3.24
200706,0.2465,-0.3012,-0.9254,-0.4941,-0.1048,-1.3451,-2.0503,-1.2902,-2.7067,-1.588,-1.0024,-0.1218,-0.4313,-1.5529,-3.3635,-0.9922,-1.5787,-2.49,-3.5583,-1.8039,-1.7313,-0.1995,-2.2241,-2.8022,-2.2027,0.76,-1.07,-1.96
200707,-5.505,-6.8527,-6.4398,-6.8138,-8.3066,-4.3768,-6.2652,-4.8192,-7.586,-9.3971,-3.1218,-3.3443,-4.926,-6.5857,-6.4191,-3.1959,-3.9871,-4.841,-5.425,-8.483,-1.0019,-1.5414,-4.2653,-5.5637,-4.8904,-2.6,-3.72,-3.73
200708,1.0948,1.1058,1.2536,1.2033,-3.0986,2.4503,2.5809,2.781,3.3721,-0.7659,-0.5807,2.7743,0.371,0.1555,-2.4422,1.3095,0.9225,-1.5772,-0.9288,-1.5263,1.8398,2.2192,1.8084,1.9812,0.0726,-0.13,-1.86,0.92
200709,2.1319,2.8542,0.3371,0.8032,-1.2356,3.2236,0.8036,0.6675,0.6632,-0.1563,3.5365,3.3536,1.702,1.6112,1.4279,3.8052,3.2063,0.6966,1.7437,0.4563,5.241,3.4426,2.9338,2.365,4.2073,-2.22,-2.23,3.22
200710,3.4021,1.4479,-0.3499,0.6783,-1.3083,3.8453,4.1053,0.5435,2.2229,-0.071,4.5397,2.2213,4.1078,-0.0433,3.4416,3.3096,2.9876,1.5302,2.1667,-3.2273,4.2189,1.669,1.0373,0.2334,-0.4321,0.13,-3.05,1.8
200711,-9.8419,-8.5414,-7.9499,-7.6882,-9.2172,-6.5941,-7.3535,-6.5168,-6.3829,-8.359,-5.5206,-7.0491,-6.228,-6.1251,-4.7019,-4.5264,-4.4782,-7.2381,-5.2767,-7.028,-3.2917,-2.2954,-5.5217,-5.1197,-5.4514,-2.92,-0.95,-4.83
200712,-0.9805,0.9864,-1.7318,-0.6257,-1.1368,1.2049,0.0196,0.0054,0.1647,-0.6985,-1.1909,-1.1407,-0.4688,-1.4673,-0.7029,0.0256,1.0553,-3.6221,-2.2153,-2.7488,-0.2225,-0.9937,-0.7707,-1.716,1.3036,0.12,-0.54,-0.87
200801,-11.3389,-8.5449,-7.1878,-4.9139,-4.6189,-9.573,-7.1583,-7.9119,-3.0711,-3.8945,-6.7887,-6.3515,-6.0628,-2.8084,-6.6877,-6.8018,-8.22,-3.2165,-5.3477,-2.7778,-8.1127,-5.2712,-4.3197,-2.8864,-4.5634,-1.04,3.98,-6.36
200802,-5.8385,-3.9827,-4.7253,-2.5558,-4.0438,-4.881,-1.3283,-1.9509,-3.5024,-3.6322,-2.9794,-1.2041,-2.5408,-1.2874,-2.8896,-0.5728,-1.5423,-2.995,-3.415,-5.7699,-2.3019,-1.8784,-3.9292,-5.474,-5.3707,-0.43,-0.84,-3.09
200803,-3.7267,-1.6121,1.6019,0.334,-0.3725,-0.3118,1.0383,1.898,1.9689,0.6153,-3.4585,1.1297,-1.7885,-1.2567,-0.3459,-0.2914,-1.8883,-3.0735,-2.2999,-0.6905,-0.1037,2.4422,-3.6605,-3.6383,1.1015,0.71,0.3,-0.93
200804,3.5417,3.5881,1.1977,0.0044,1.0198,3.0128,3.7945,3.246,2.7347,0.906,7.3994,7.4264,8.3087,9.8791,7.5446,6.3549,6.5062,5.3185,7.451,2.727,4.4174,1.3368,7.4533,3.5402,6.181,-1.65,-1.04,4.6
200805,5.5346,4.6839,2.5644,3.0397,1.9291,7.1185,3.4615,8.0538,4.9954,3.5681,3.8684,3.9606,6.9106,5.1512,4.095,4.7018,5.1471,5.0116,4.3344,3.5303,2.8256,0.1282,0.7787,-1.9239,1.8479,3,-1.49,1.86
200806,-6.2603,-8.4921,-11.0215,-7.336,-10.0663,-7.5557,-7.2299,-5.8091,-7.8914,-10.4408,-7.3731,-7.5138,-6.1219,-9.4634,-4.583,-5.9289,-9.803,-7.4731,-7.1843,-14.9321,-6.2086,-9.0453,-8.3331,-14.3368,-10.0474,1.2,-2.67,-8.44
200807,4.9174,4.2665,4.9442,7.5434,3.4097,2.1355,2.6196,4.8585,3.8372,6.6781,0.6211,-0.7272,1.7944,0.5987,5.4129,-1.0705,-1.0921,-6.4854,-2.6638,-3.1319,-1.6546,-1.2251,-1.9958,3.3685,8.114,2.61,5.42,-0.77
200808,0.8403,3.6725,2.5167,3.6072,6.6795,4.4224,4.2177,4.4948,5.6118,11.4257,2.6374,3.6345,4.7135,1.9617,5.8501,0.8862,2.2245,3.1249,4.0916,1.8142,1.1183,1.4864,1.938,-1.8653,-0.3483,3.6,1.59,1.53
200809,-13.4393,-9.9044,-8.6114,-4.1846,-6.1636,-8.7096,-8.5064,-7.1807,-4.0717,-7.2576,-14.288,-11.205,-7.4429,-7.0416,-6.1667,-13.98,-12.6799,-13.1834,-10.4697,-9.7194,-9.535,-8.8751,-7.0423,-7.1802,-3.8912,-1.23,5.92,-9.24
200810,-23.8488,-19.4792,-19.9372,-15.9234,-22.438,-23.008,-23.2883,-18.821,-19.2308,-21.9903,-22.8827,-19.5755,-16.5424,-19.2615,-21.2701,-20.4121,-20.6024,-24.8776,-21.3727,-17.6562,-14.8649,-14.9081,-14.3379,-27.4801,-13.5312,-2.6,-2.3,-17.23
200811,-13.1197,-12.1581,-12.9745,-12.0434,-16.2195,-10.7771,-10.3566,-11.5464,-9.4902,-16.3165,-12.5447,-10.1958,-9.174,-9.2013,-7.0757,-8.3535,-8.9793,-8.3875,-8.1879,-16.9466,-5.8448,-5.0911,-6.5978,-14.74,-17.8346,-2.85,-6.31,-7.86
200812,3.5671,5.8777,6.0455,3.1336,3.6885,4.226,4.6961,6.9613,6.0327,6.5152,6.9327,3.9442,2.2037,2.0453,10.0964,4.3747,6.9507,1.1737,3.4641,2.2165,1.3767,1.2256,0.4609,-2.0347,3.7101,3.46,0.15,1.74
200901,-6.8486,-8.1343,-9.3605,-16.6786,-14.8513,-6.7727,-7.3684,-10.4539,-13.8325,-18.2363,-6.195,-8.5958,-8.3125,-8.9445,-18.2491,-4.549,-6.5988,-6.456,-8.5724,-16.7806,-3.5694,-9.007,-10.752,-19.517,-14.3186,0.08,-11.29,-8.12
200902,-11.1004,-10.6711,-12.1941,-14.1109,-14.8147,-10.2759,-9.1079,-11.1092,-14.7691,-19.2346,-6.5006,-10.0646,-9.5684,-14.0074,-11.0936,-6.5793,-8.7608,-11.0777,-13.9315,-12.7694,-7.46,-10.0041,-12.2663,-19.1302,-12.3397,0.05,-6.95,-10.1
200903,11.1057,10.9715,10.3332,8.2174,10.1304,8.9476,10.5154,10.3087,8.4135,14.832,8.754,8.9102,9.8874,8.2795,13.2276,8.3049,9.6292,9.3412,9.5221,10.1615,8.3272,7.9456,9.2724,13.3909,10.9305,0.04,3.48,8.95
200904,18.4444,16.0822,16.0262,17.5647,18.1731,15.6398,18.8993,15.5672,14.6023,17.5782,14.3821,19.1238,13.2199,15.9718,15.7668,11.6713,13.8945,15.6899,15.1113,17.8255,6.8161,6.938,11.6755,14.5869,20.2523,5.39,5.36,10.18
200905,6.8101,5.4874,5.2824,4.3934,3.5998,5.1119,2.9773,2.0763,1.1956,4.9677,3.8533,1.0208,3.006,1.9157,-1.8238,3.932,2.2007,3.574,9.4191,4.1877,4.8448,5.7458,5.1056,7.0806,9.9297,-2.52,0.27,5.21
200906,7.4891,5.3357,5.3287,2.232,3.4406,6.5668,2.0019,0.7781,-1.8054,0.5852,1.8202,0.8304,-1.4936,1.2367,-0.2535,1.9423,0.8213,-0.69,-1.3762,-0.447,1.7084,-1.4331,-0.2617,-0.7144,-2.7735,2.63,-2.73,0.43
200907,8.5849,6.9957,9.4906,9.726,13.4766,6.0489,7.9204,11.3769,11.8837,12.8526,7.1222,9.7252,10.636,12.3788,15.3664,8.1378,7.5432,9.2336,10.8136,11.1443,6.0661,8.9598,7.066,8.8733,9.0541,1.87,4.84,7.72
200908,2.9943,1.6714,3.3159,4.3233,10.4774,0.1059,2.01,1.7712,3.1411,8.7395,0.9621,0.8711,4.5289,4.3481,11.718,1.9632,4.5775,2.6719,6.0308,15.2471,1.1411,3.7921,3.2537,6.7787,15.26,-1.08,7.63,3.33
200909,4.6181,5.8321,4.6488,6.7345,8.754,8.1378,7.1463,5.6711,6.6971,7.5391,6.6032,3.9956,7.1209,7.7838,8.317,6.7705,5.8479,6.0368,5.0573,8.589,3.4934,3.6018,2.6076,5.7162,0.1677,2.43,1.04,4.08
200910,-10.4259,-7.7688,-6.3978,-8.1159,-8.8338,-7.4822,-5.922,-5.8112,-8.8416,-10.4449,-5.0262,-3.2717,-5.9434,-5.7793,-10.6108,-4.524,-2.7529,-4.262,-6.6106,-6.3073,0.3454,-2.0125,-2.0003,-3.7599,-9.9404,-4.34,-4.2,-2.59
200911,0.3124,-0.4148,2.6202,1.8193,1.4011,2.435,1.086,2.1465,3.4079,6.1692,3.1719,3.2604,2.437,6.0655,7.1269,4.783,4.6844,4.4734,3.6879,4.2278,7.0955,5.7781,3.5898,4.1678,5.6197,-2.39,-0.34,5.56
200912,6.149,8.9536,7.6442,7.8973,10.171,9.3541,10.2223,8.6788,7.1967,8.8205,7.1439,7.2964,7.0073,7.7048,8.1743,6.1666,4.7578,7.4318,5.5995,6.383,0.8631,2.3251,4.1673,1.6401,-3.7993,6.04,-0.17,2.75
201001,-4.1689,-5.4544,-4.3821,-3.3527,-1.0101,-3.1661,-2.6869,-1.2562,-3.4072,-3.6441,-3.6201,-3.3187,-4.8521,-3.3865,-2.73,-3.5696,-3.9299,-5.5826,-1.5295,-2.049,-4.2357,-3.5587,-0.5339,-5.3813,0.2323,0.4,0.43,-3.36
201002,4.3462,4.5206,4.6295,4.9896,7.5229,2.0918,3.0098,2.9843,5.9179,5.411,4.3043,4.2287,4.6467,6.6081,8.7704,5.0408,7.3368,3.7245,3.9716,6.7839,2.5734,2.1702,3.7171,4.5263,5.7101,1.19,3.23,3.4
201003,6.7432,6.9794,7.6793,7.4093,9.9106,7.0948,7.6888,7.592,8.044,11.6334,9.2806,6.6418,9.8998,6.939,7.6996,7.9794,7.4195,7.5668,5.2583,11.987,4.9695,6.0673,5.6368,6.7314,8.0699,1.48,2.21,6.31
201004,6.526,7.3039,6.1095,9.665,11.868,2.0257,5.6918,4.4463,6.8336,7.5885,2.8453,5.2142,3.4478,7.2598,5.5661,3.8847,4.0013,3.6074,6.9807,5.1253,0.3844,2.6868,1.3047,-1.9666,3.4841,4.87,2.89,2
201005,-6.9126,-5.1172,-7.2585,-9.1128,-10.413,-4.7038,-6.2994,-7.0441,-9.1071,-9.9479,-6.2453,-6.0067,-7.0605,-9.9574,-9.4426,-5.3885,-8.0677,-8.8893,-7.0444,-8.0337,-7.4263,-8.1929,-8.9314,-7.5504,-9.8355,0.09,-2.44,-7.89
201006,-6.7091,-6.9399,-6.8448,-6.9466,-11.9131,-5.4337,-5.9258,-6.9388,-9.8284,-13.0501,-5.6384,-6.0485,-7.5211,-7.4908,-12.1901,-4.6218,-6.4476,-7.3882,-8.17,-9.7849,-3.8882,-6.5075,-3.1601,-7.5684,-9.4197,-1.82,-4.7,-5.57
201007,6.2187,4.7785,6.9035,6.7151,5.7921,6.886,8.0814,6.5625,7.1813,6.8828,6.3816,7.506,5.4668,8.3101,7.2634,7.0754,6.7085,7.8021,8.8,6.4272,7.2453,5.3697,7.5535,7.3208,5.2281,0.22,-0.33,6.93
201008,-8.679,-8.7446,-8.5113,-9.3399,-9.4893,-5.6932,-8.6642,-7.0754,-7.6199,-7.7449,-4.623,-6.283,-7.5634,-6.7735,-6.865,-4.2257,-4.4149,-5.4996,-3.9109,-6.4114,-4.1,-3.4646,-1.4603,-6.965,-8.909,-2.98,-1.93,-4.77
201009,11.6556,10.9762,12.7729,12.3005,10.0253,14.7991,15.1656,12.4745,10.9669,11.7537,12.9635,14.1984,12.6763,11.2944,10.9456,12.5023,11.0073,10.2612,8.2172,10.2671,10.3113,7.9919,7.9046,7.6124,7.0592,3.97,-3.18,9.54
201010,6.4948,5.863,5.763,5.1171,3.4964,3.9636,4.1905,4.2322,2.9902,2.5227,4.5655,3.2958,5.5737,3.4485,4.2157,2.5284,5.0524,2.7215,2.9214,0.2159,4.8513,4.2021,3.7716,1.9797,-0.2948,1.19,-2.51,3.88
201011,1.5611,3.7852,5.3282,4.7235,2.9833,3.6103,4.2814,3.8898,3.39,3.7096,3.9793,6.1076,1.599,4.276,1.627,4.4928,3.2981,3.0348,1.2559,0.2082,-0.8068,1.9322,-1.1845,0.3808,-3.3226,3.74,-0.92,0.6
201012,10.1211,7.8027,7.6228,8.6837,9.4122,7.3014,6.8703,8.2589,8.2132,10.7467,6.6636,8.4489,8.1887,7.3916,7.2872,5.3613,6.9337,7.9779,6.9999,9.731,4.6204,5.9796,6.6436,9.5735,14.0766,0.69,3.76,6.82
201101,-2.8965,-2.0381,-1.294,-0.8137,-1.2119,0.549,-0.9403,2.2917,0.2616,1.8485,2.1368,1.8544,0.1831,3.2892,0.3302,1.8257,3.5058,1.6491,2.7854,0.2917,1.5114,3.2773,1.6698,3.7223,3.2216,-2.45,0.75,1.99
201102,1.494,5.234,4.2904,4.5173,6.3522,5.4186,6.9117,5.4077,5.3128,5.3391,5.6511,6.4085,4.8824,5.5363,4.5864,3.8434,4.1688,4.1425,4.7634,2.6672,2.0076,3.7305,4.6935,4.0961,3.8503,1.53,1.27,3.49
201103,3.6689,4.396,1.6509,1.6832,1.5386,3.4875,3.3651,2.6913,1.6611,2.8614,4.3329,2.708,2.9879,2.01,1.4708,1.8793,3.3172,2.3046,2.2237,-0.2324,0.2235,-0.569,1.8949,-1.3288,-3.2861,2.56,-1.85,0.46
201104,2.6494,0.3088,1.081,1.4253,0.33,4.0233,2.0281,1.8047,2.2716,-0.1723,4.1791,3.6603,3.4781,3.0694,2.0098,3.6274,1.5831,1.6104,3.57,1.9852,3.5254,4.4986,3.542,0.2209,1.26,-0.33,-2.49,2.9
201105,-1.144,-0.7507,-1.939,-4.2351,-2.9111,-1.7671,-1.2471,-0.6535,-3.3959,-3.0602,-1.4185,-1.2975,-1.9028,-3.8255,-1.0929,-0.0949,-0.6333,-1.4871,-1.9614,-0.2202,-0.2982,-1.7206,-0.9157,-2.7071,-3.7066,-0.67,-2,-1.27
201106,-4.4323,-3.6422,-2.7693,-1.3302,-2.6475,-0.3825,-1.9453,-1.5525,-0.4143,-1.5525,-1.3483,-1.9572,-2.0163,-1.0082,-3.7943,-1.4997,-2.1543,-2.9099,-1.3582,-2.7423,-1.2638,-1.6824,-1.8091,-1.9606,-2.6823,-0.15,-0.39,-1.75
201107,-5.1496,-3.0086,-3.0266,-1.263,-1.4997,-3.5961,-3.7119,-4.9008,-3.3235,-5.2669,-4.9785,-3.8401,-3.1717,-5.3992,-3.5756,-4.0699,-3.7465,-3.1855,-1.5682,-3.7598,0.1645,-1.8608,-1.5836,-3.8996,-5.5272,-1.27,-0.9,-2.35
201108,-11.5871,-12.0464,-9.0623,-10.4208,-9.7671,-9.7372,-8.581,-10.3921,-8.0353,-11.2297,-7.9916,-8.2332,-8.1827,-9.3143,-8.4305,-7.7389,-8.4287,-8.1504,-7.4349,-6.4992,-3.8526,-4.5531,-7.097,-3.4359,-11.7181,-3.05,-2.36,-5.99
201109,-11.2767,-12.5826,-10.4617,-10.7598,-10.3518,-10.4922,-11.4042,-12.7067,-9.4724,-12.3295,-10.4591,-11.8215,-13.0135,-11.1833,-10.5285,-9.2785,-11.8566,-11.6588,-8.295,-9.337,-6.3398,-4.7965,-7.0185,-5.9059,-13.8115,-3.31,-1.72,-7.59
201110,12.3143,15.3025,14.0979,14.7169,10.157,18.0358,14.2674,16.3591,15.2838,14.9341,14.2874,16.6484,16.6582,16.2216,11.4547,14.3634,15.7759,14.9542,11.2586,12.4835,9.4214,10.364,12.4238,8.8295,15.0869,3.28,0.1,11.35
201111,-2.1849,-1.2894,-2.7158,-1.023,-0.27,0.1716,-1.6597,0.2958,1.6886,0.2532,-1.8785,1.0243,-0.8541,0.9146,0.3657,-0.7868,-0.3567,1.3244,1.2366,-1.4493,-0.4128,1.1716,0.4722,0.56,-6.1773,-0.16,-0.45,-0.28
201112,-0.6566,2.1471,0.9049,1.754,1.4398,-0.9498,0.6535,0.9376,0.6369,1.1756,-2.6975,-0.0328,1.1226,1.1122,1.7398,-2.2527,0.7441,-0.0831,3.7293,-0.5822,-0.5761,1.1509,3.0925,2.4744,1.3437,-0.59,1.63,0.74
201201,12.3048,8.1168,7.7479,7.3098,7.6942,8.0739,5.6606,8.3402,5.5052,4.9107,9.0555,5.054,6.8647,5.6869,3.5795,9.5769,6.2346,4.9538,2.0869,4.259,7.1188,2.3011,2.6691,2.0462,9.2764,2.03,-0.97,5.05
201202,1.2187,1.2031,1.088,0.7225,2.7236,4.3259,3.9497,1.1945,3.0222,4.491,4.6364,3.1425,3.507,3.8876,4.8263,4.6277,4.8246,4.2841,3.7663,6.1037,5.206,3.0703,3.5693,4.8675,6.8866,-1.85,0.43,4.42
201203,2.1841,3.9223,3.6307,3.136,4.8668,1.9626,1.7737,2.8316,3.1962,2.7252,1.3499,1.9305,1.8336,1.7765,-0.408,4.0249,0.3232,-0.0057,2.1407,1.679,4.0192,2.3397,1.0618,3.4691,7.7291,-0.65,1.14,3.11
201204,-4.0133,-1.9216,-2.0102,-1.2435,-0.4665,-0.2601,-1.6371,-2.5684,-2.235,-1.9626,-2.3312,-0.6955,-1.3468,-0.946,0.0966,-0.6361,-0.0945,-0.7592,1.0771,-2.8611,0.0105,-0.6878,-0.7762,-0.5008,-4.0529,-0.41,-0.78,-0.85
201205,-8.5556,-6.0395,-6.9277,-8.1849,-4.6198,-5.4298,-5.038,-7.5633,-5.4393,-7.2318,-7.7917,-6.2325,-8.167,-6.1159,-6.5605,-6.6588,-8.6804,-8.7952,-6.5837,-5.2757,-6.3736,-4.8503,-5.1762,-2.8749,-12.6548,0.07,-1.06,-6.19
201206,7.3119,7.2117,5.4993,5.3715,5.5,6.91,5.0541,3.8731,3.3985,4.5685,5.2981,3.5919,1.6915,2.388,4.0224,0.5188,1.9936,3.9591,2.7222,3.2078,2.8032,4.2828,5.5779,4.9537,5.9151,0.67,0.62,3.89
201207,-2.3072,1.0635,-2.9946,-1.7327,-2.3138,-4.1865,-0.5106,-0.6034,-1.1076,-0.8537,-2.6447,-0.2917,-1.3879,0.73,-3.7802,-2.182,0.0641,0.4585,0.1724,-1.134,1.4134,2.5519,1.3012,1.135,-1.7677,-2.77,-0.02,0.79
201208,2.5398,0.4824,3.9656,2.8799,3.3834,1.675,2.5781,2.7635,3.1899,4.4714,5.2179,3.4319,4.5883,4.1774,3.4898,4.2406,4.0528,2.4868,3.8144,6.3332,2.0856,2.3702,1.5846,0.6201,6.5492,0.48,1.3,2.55
201209,4.7943,5.4542,4.4663,4.6941,4.5795,5.2456,3.3529,3.4816,3.9502,4.0808,2.9193,1.5974,1.8046,3.1251,3.8875,1.9875,1.8815,2.3982,2.4556,3.3569,1.7753,2.5118,3.6644,3.2574,5.4748,0.51,1.6,2.73
201210,-5.0761,-5.0476,-3.7718,-3.1921,-1.4152,-5.8873,-1.7698,-1.4263,-1.6024,-1.0198,-3.7395,0.3736,0.0222,0.5651,-0.2064,-1.1434,0.0323,-0.1227,-0.0806,1.5557,-3.344,-1.2583,-2.8535,-0.3797,3.3415,-1.16,3.59,-1.76
201211,-0.2275,1.6683,0.5762,-0.341,1.2396,-0.454,-0.0787,0.7844,0.4336,2.6554,2.7474,2.7233,2.4968,2.0494,-0.1703,2.9372,2.9674,-0.3464,1.3145,0.5666,1.2617,0.5358,-0.4117,-0.3673,-1.4908,0.64,-0.84,0.78
201212,0.3245,3.7236,3.9674,4.6217,4.3007,3.5929,3.2677,3.1747,3.8827,5.0837,2.3767,3.8314,2.0751,3.2026,3.6863,2.0532,2.4442,2.9139,3.8697,3.4553,-1.0198,0.3546,1.4453,2.3462,7.2741,1.5,3.51,1.18
201301,6.5479,4.6718,5.7226,5.5612,5.7471,7.7023,5.7472,7.611,6.7164,5.0954,5.2737,6.5828,6.0806,7.3299,7.6615,7.2487,6.5177,6.4953,8.6228,9.1297,3.6273,5.6829,5.7753,6.65,7.3676,0.33,0.96,5.57
201302,-1.9431,0.7331,-0.3141,1.6768,1.6474,1.0345,1.2737,0.7095,2.1572,0.5832,0.4262,1.2561,0.6924,2.4533,1.9265,0.4947,1.2662,1.9304,0.8325,2.617,1.1539,1.2782,1.9774,2.2793,0.6722,-0.28,0.11,1.29
201303,7.7562,6.3036,4.5516,4.2972,4.3683,5.1591,5.2397,3.8831,4.4794,4.6757,4.4384,4.498,5.3328,3.5,5.3521,3.6747,4.0934,4.3577,5.4427,6.2928,3.9713,3.4227,3.3112,4.8767,3.3189,0.81,-0.19,4.03
201304,0.2541,-0.5484,-0.8804,-0.7471,0.6701,-1.0934,-1.9376,-1.2168,-1.3586,1.6625,-1.9321,0.268,-0.7851,-0.7338,-1.776,1.1851,0.9808,-0.7179,1.9453,0.9403,2.3161,1.2899,1.8917,1.6669,2.749,-2.36,0.45,1.55
201305,7.9628,4.3203,3.9044,6.3191,4.3306,5.3467,4.6525,5.5806,4.6523,7.9697,3.0221,5.8582,4.1788,4.9188,3.9276,4.151,3.1496,1.9191,3.2214,4.6033,1.2214,2.3272,1.373,3.204,9.0442,1.73,2.63,2.8
201306,-0.9627,-0.5118,1.9658,1.152,0.2757,1.8415,-0.1096,-0.3928,-0.7568,-1.3598,-0.4869,-0.9862,-1.539,-0.66,-0.2036,-2.1113,-2.5252,-1.3838,-1.502,-1.2399,-2.3609,-0.2771,0.1484,-0.3672,-2.8439,1.33,0.03,-1.2
